job_id,it_id,it_slug,en_id,en_slug,source_hash,status,error,input_tokens,output_tokens,cost_usd,timestamp
batch-20260418-rest,50bf53e3-19ca-49c6-8988-a59db0254e0b,larca-di-trosly,9d1d6c40-0cf6-4a5f-bc71-47532ea12348,the-ark-of-trosly,f283ea54496d070d,ok,,2149,1245,0.006699,2026-04-18T19:16:39.521038
batch-20260418-rest,50df621a-1347-464a-bf1e-bcd6d5dc0dc5,lavorando-insieme-un-pomeriggio-chiamato-laboratorio,2d3be282-d4ad-4081-8b3f-6a0c096ceaa2,working-together-an-afternoon-called-workshop,9cec1f9958cd5425,ok,,1862,984,0.005426,2026-04-18T19:16:53.460729
batch-20260418-rest,50f92455-58d2-4317-ad79-0a7125bbc810,cura-e-civilta,4737ba77-3b0d-4724-ba02-2a4e9b7e3761,care-and-civilization,1dc15a1c7f999aa4,ok,,1291,567,0.003301,2026-04-18T19:17:03.292990
batch-20260418-rest,510615b2-08be-48e6-8bbf-3544d5bb4e94,si-fa-sera,a0ca4b3c-29e2-475f-a181-5f519ee5af9d,when-evening-falls,50cb0f2f59c54462,ok,,1699,931,0.005083,2026-04-18T19:17:11.227183
batch-20260418-rest,510dde52-0528-4a38-913b-bec76dbd881c,la-rivoluzione-copernicana-di-lucas,517dc80e-258c-4504-a0f8-2e5a6654dcf6,lucass-copernican-revolution,4473a4c7d6e68af8,ok,,2081,1123,0.006157,2026-04-18T19:17:19.037383
batch-20260418-rest,51106bcd-de3e-40a9-9c68-bd040e164e5f,attivita-didattiche-per-autistici-valutazione-e-trattamento-a-livello-individuale-per-autistici,a6eec751-bd0f-4a5d-b5f6-6a48ffe82fc3,educational-activities-for-autistic-children-assessment-and-treatment-at-the-individual-level-for-autistic-children,9f069227b1646b5f,ok,,817,225,0.001554,2026-04-18T19:17:32.214500
batch-20260418-rest,51152451-7f20-4a36-ad66-aaad3dd21bca,grazie-papa-don-carlo-recensione,8b4c33ae-35da-489c-b4eb-f0e7afffa7ad,thank-you-father-don-carlo,bc383d56cc8e67d7,ok,,951,307,0.001989,2026-04-18T19:17:34.949042
batch-20260418-rest,51496080-da49-439e-867b-066ec138edcf,quella-lieve-disabilita,8d2be9df-2792-40ff-b22d-4122db29f614,that-slight-disability,dce80810a0df9f5d,ok,,1572,788,0.00441,2026-04-18T19:17:38.502701
batch-20260418-rest,5153bdd7-80dd-407e-ab37-320c26c0ea48,dialogo-aperto-n-171,f88ea178-44b1-4ec5-b2ed-1ca2bee775e4,open-dialogue-no-171,1600364a6af3951b,ok,,1712,997,0.005358,2026-04-18T19:17:47.741295
batch-20260418-rest,5153f955-7882-4923-923c-48df765cbec4,vita-di-fede-e-luce-n-40-i-campi-di-fede-e-luce-come-momento-formativo,ae24dfdd-b53a-4457-9428-c51ce7016ff7,life-of-faith-and-light-n40-faith-and-light-camps-as-formative-moments,7e470ec594f3b961,ok,,2765,1628,0.008724,2026-04-18T19:17:55.041897
batch-20260418-rest,515a6987-d25a-426c-a531-788efc23803c,hai-mutato-il-mio-lamento-in-danza-una-maternita-dalla-morte-alla-resurrezione-recensione,f731c520-91af-4f7b-820a-1eae2d1c6425,you-have-turned-my-lament-into-dance-a-motherhood-from-death-to-resurrection-review,46d81c6d01ff8922,ok,,1085,429,0.002584,2026-04-18T19:18:15.589177
batch-20260418-rest,515f8cae-8d17-4b93-89de-40bfb9e92a82,repubblica-sorda-recensione,9bf7611a-f351-4ae8-ae7d-81f4524eac93,deaf-republic-review,1997ff008627b449,ok,,983,345,0.002166,2026-04-18T19:18:19.595643
batch-20260418-rest,516574dd-2e1d-4700-9270-7a30af4f6604,tranquilla-e-soddisfatta-di-me-stessa,4585a8f2-1804-4be1-ac53-d5f14e53f48d,calm-and-satisfied-with-myself,2f93b7fcba389734,ok,,2449,1403,0.007571,2026-04-18T19:18:23.198580
batch-20260418-rest,5172a944-fc92-45b2-b38f-89f789cbbccf,alla-scoperta-della-redazione-ombre-luci,df1db34c-d9bf-42f0-a8aa-17dd3917eb44,discovering-the-editorial-board-of-ombre-e-luci,6f81b341c09e15bc,ok,,3579,2375,0.012363,2026-04-18T19:18:40.872946
batch-20260418-rest,51789abb-e88d-4a80-8b10-44603380942d,portate-fraternita-gioia-intelligenza-della-fede,92637c9d-2a3f-4395-a9a6-b1d859ca9ecc,bring-fraternity-joy-intelligence-of-faith,8769c667f8b78720,ok,,2974,1764,0.009435,2026-04-18T19:19:12.563346
batch-20260418-rest,5180c5e9-e403-45a1-a90a-086440180eee,mamme-che-amano-troppo-per-non-crescere-piccoli-tiranni-e-figli-bamboccioni-recensioni,5699cdbb-7cb9-48e7-b83f-c4f56183b908,mothers-who-love-too-much-so-as-not-to-raise-little-tyrants-and-mamas-boys-reviews,9b03aaf03dd816ef,ok,,1210,513,0.00302,2026-04-18T19:19:35.074403
batch-20260418-rest,5185ad02-e7a0-4563-8838-3158150f9bf7,brutta-recensione,3b2dc14c-ce77-4be7-b918-e2e99074dc01,ugly-review,2c99d78c94aebfb3,ok,,1203,457,0.00279,2026-04-18T19:19:39.768554
batch-20260418-rest,519507ff-1e49-4ed6-9a8a-3e28db0ed1ad,io-grido-verso-te,ced27155-e3c0-419c-bb97-b0693447c5bb,i-cry-out-to-you,620b8ae1c21806de,ok,,1401,644,0.003697,2026-04-18T19:19:44.048052
batch-20260418-rest,51cebab3-7021-421f-8a89-9c0fabd0f618,la-mia-africa,fb52db96-eb63-4b38-9196-6228396c72df,my-africa,918498d340d9f245,ok,,2894,1768,0.009387,2026-04-18T19:19:49.296287
batch-20260418-rest,51de456d-7463-4a3c-968b-0c621557dd73,magica-apertura-delle-special-olympics,159b45a9-ecf6-447c-922e-a953f54726d5,magical-opening-of-the-special-olympics,ec57fe12997ddf03,ok,,3060,1882,0.009976,2026-04-18T19:20:10.603622
batch-20260418-rest,51de45f4-4bbb-4283-bbe5-50453b52b145,momenti-difficili,74daf722-3d1e-4abb-b098-205681358c85,difficult-moments,db46add908fa2dae,ok,,1669,871,0.004819,2026-04-18T19:20:36.014841
batch-20260418-rest,51e7ad98-76a2-4dd4-a6df-bc9097c55a9f,guardie-del-corpo,40be4e15-e535-4453-8646-537e717376cb,bodyguards,9ac231349babe984,ok,,1597,830,0.004598,2026-04-18T19:20:44.877496
batch-20260418-rest,51eb0781-0c3b-479a-b78d-afba7af810b3,la-vita-come-e-per-noi-un-padre-una-famiglia-e-un-bambino-speciale-recensione,c0bea6a9-daa6-4680-a1d0-8a69ef379aca,life-as-it-is-for-us-a-father-a-family-and-a-special-child-review,508c32f74050d994,ok,,1035,376,0.002332,2026-04-18T19:20:52.551917
batch-20260418-rest,51f8b69b-8f50-41a9-aefe-ea2c003f37a5,prova-a-capire-quel-che-non-dico,95707c4b-04a2-4660-b9e5-1f3e186f8ef4,try-to-understand-what-i-do-not-say,caa292445b4dcbc0,ok,,1557,815,0.004506,2026-04-18T19:20:56.378586
batch-20260418-rest,52067008-c73e-4dbb-9f07-6d92133b3a2f,gruppo-di-gruppi,4861686f-b642-47a5-b412-698448f4093e,group-of-groups,e3ef3832598dedb9,ok,,3115,1985,0.010432,2026-04-18T19:21:01.907273
batch-20260418-rest,52067976-916c-4c8b-9e1f-beee7a2c3b77,giuditta-e-lorecchio-del-diavolo-recensione,a9adf275-032a-4e40-a44f-2b620e25af86,judith-and-the-devils-ear-review,27a992c6403e8778,ok,,931,315,0.002005,2026-04-18T19:21:29.112875
batch-20260418-rest,5225f661-a631-4fb7-8096-16e62ef55ae7,cresce-la-rete-di-centri-sporthabile-in-toscana-per-lo-sport-paralimpico,b7189877-cfe6-466f-a254-9f9f2b2bdba7,sporthabile-network-expands-in-tuscany-for-paralympic-sport,adac1d4b83d18973,ok,,2524,1507,0.008047,2026-04-18T19:21:32.142448
batch-20260418-rest,5230cd2b-b64a-480e-8fca-059b9ca39748,vita-fede-luce-n-23,528cdd0a-8fe3-48b8-b0c1-f5c70bb487ac,fede-e-luce-life-n-23,95603eb481766301,ok,,3317,2062,0.010902,2026-04-18T19:21:47.647958
batch-20260418-rest,5264a0d4-eccf-4259-9c95-9337ed595057,diario-di-scuola-recensione,cbef0d70-9eef-4d8c-8626-dca3aa593807,school-diary-review,40b30c4e18866afa,ok,,1892,994,0.00549,2026-04-18T19:22:17.108869
batch-20260418-rest,52e0b853-2a87-46c6-9b09-576929358160,dietro-le-quinte-di-unassunzione,d42d86b7-f9cf-4108-883c-4d20abcbdd07,behind-the-scenes-of-a-hiring,968e269cacd56ef8,ok,,3340,2029,0.010788,2026-04-18T19:22:27.652870
batch-20260418-rest,52e7187f-c821-4193-804c-7808b1769be4,decalogo-per-insegnare-alle-persone-con-disabilita,b8d2cd5f-7610-4df0-a8ba-4261451c5727,decalogue-for-teaching-people-with-disabilities,7a3eb5496404e31a,ok,,1014,386,0.002355,2026-04-18T19:22:59.096589
batch-20260418-rest,52f03226-bfbd-4e1a-a4d6-47308d89b6ec,la-chiesa-debole-nel-suo-capo-sorgente-e-segno-della-presenza-di-dio,a9837ab7-6031-44c3-acf7-af788c834f99,the-church-weak-in-its-head-source-and-sign-of-gods-presence,2f6a2d79a136f3d0,ok,,1932,1040,0.005706,2026-04-18T19:23:02.763508
batch-20260418-rest,5310f360-4efd-4b13-adca-155491f5395a,a-a-a-cercasi-sostegno-per-chi-apparentemente-non-ne-ha-bisogno,9b7c1320-40a8-4dc0-9a16-775b2f0746ad,aaa-support-wanted-for-those-who-apparently-dont-need-it,913e3bc81fc474d7,ok,,1391,626,0.003617,2026-04-18T19:23:12.780441
batch-20260418-rest,5324dab8-e7cd-4c8e-9d56-4aef7279728f,stramonio-recensione-libro,f783cd10-2f10-468e-880b-80cac03d5837,stramonio-book-review,b86e66be3abc0b81,ok,,1254,551,0.003207,2026-04-18T19:23:18.762499
batch-20260418-rest,532c83fd-a44c-4d41-a5ec-13131ffac9e1,in-cammino-con-te,6c3709e8-815a-4d6e-97ad-94dc32b8fa82,on-the-way-with-you,3fc09ae830d31b7b,ok,,1912,973,0.005422,2026-04-18T19:23:23.198254
batch-20260418-rest,535a1f48-c1b4-4a6f-bdc8-69c8becda9b4,cinema-disabilita-torino-film-festival-babel-film-festival-di-cagliari,e42f820a-e998-497e-8f17-e440ef07f740,cinema-and-disability-at-the-turin-film-festival-and-the-babel-film-festival-in-cagliari,3b269906d3d55717,ok,,2546,1503,0.008049,2026-04-18T19:23:33.019725
batch-20260418-rest,53729ce1-8e5c-4719-ace3-f684083f1456,verdetto-dei-medici,93e5f8dd-b9b7-4c3c-a366-df8ea6607547,the-doctors-verdict,77e23a5197ce19da,ok,,2369,1342,0.007263,2026-04-18T19:23:51.042342
batch-20260418-rest,539ed1e1-b11f-4693-aa74-f6729823baaf,nellintimo-delle-madri-luci-e-ombre-della-maternita-recensione,1bd389b8-05a9-4c0f-862d-e5884bb52695,in-the-intimacy-of-mothers-lights-and-shadows-of-motherhood-review,2fb1e01a9d4dfed8,ok,,935,304,0.001964,2026-04-18T19:24:07.471557
batch-20260418-rest,53bd8066-dd13-4a3c-8b71-9d0c010d9bfb,respiro-dopo-respiro-lo-yoga-per-bambini-e-adolescenti-con-bisogni-speciali,05e258d4-4028-4884-8f74-89e8ba20e199,breath-after-breath-yoga-for-children-and-adolescents-with-special-needs,87b2755b5e778295,ok,,2355,1299,0.00708,2026-04-18T19:24:10.683486
batch-20260418-rest,53cbd8de-e19d-4ce7-9dc6-96f045c9d739,come-direno-non-puoi-averlo,3f096489-43ad-4fe6-93fb-5eff70c239df,how-to-say-no-you-cant-have-it,e7868b2efb4e2440,ok,,1359,614,0.003543,2026-04-18T19:24:24.609608
batch-20260418-rest,53cee31b-b007-4252-a8ab-75e40bf34d42,prendetene-e-mangiatene-tutti,261a9b96-9e09-44b7-80b7-cc8b9c894887,take-and-eat-of-it-all-of-you,1a28823cbef63241,ok,,2388,1340,0.00727,2026-04-18T19:24:29.785119
batch-20260418-rest,53f5b6e7-9ba6-4875-ac14-96a7e4476ecb,da-fratello-e-da-padre,aa8631eb-0aa4-4174-b7ec-f63496d34734,as-brother-and-as-father,dfdf6d36e18e5db3,ok,,1645,832,0.004644,2026-04-18T19:24:44.719133
batch-20260418-rest,54381f2a-7654-4402-adb1-01c335e23e01,che-capisce-e-noi,5fdb5734-5c5e-4dab-a6ec-d6709ae130c7,what-does-he-understand-and-what-do-we,647cfb4e5ef6932b,ok,,2564,1453,0.007863,2026-04-18T19:24:51.640197
batch-20260418-rest,543de2ee-8e40-499f-b0c1-745579e7f6dd,joyeux-noel,,merry-christmas,d7d0700db1e9413a,error,HTTP Error 400: Bad Request,1058,417,0.002514,2026-04-18T19:25:09.670237
batch-20260418-rest,5462b37d-7a99-4946-82cb-ccf05ba1872e,5-creascere-insieme-guidare-una-comunita-fede-e-luce-principi-e-pratica,059194ee-892e-4d89-be33-e8db3881af34,5-growing-together-leading-a-fede-e-luce-community-principles-and-practice,039a6622be78e4e0,ok,,2721,1800,0.009377,2026-04-18T19:25:13.363702
batch-20260418-rest,546aee8f-5d0f-4df9-9094-62044c83c4ca,fano2018,b823bd51-1c07-436e-85a6-822528949821,fano-2018-our-best-youth,11b131556ad26535,ok,,4134,2515,0.013367,2026-04-18T19:25:31.528045
batch-20260418-rest,5479a9ec-79f1-4d0a-8139-d97afb0168ed,una-passeggiata-in-campagna,69b9df5d-867e-4dd1-ae74-afc0c70e9f33,a-walk-in-the-countryside,75ebbdfba5110f25,ok,,1665,818,0.004604,2026-04-18T19:26:09.718707
batch-20260418-rest,549a533a-1d3c-47d5-a680-3edcec08a501,mio-fratello-marco,084be314-7cbb-4129-b186-f7c996a0334e,my-brother-marco,b8828790b91a8b16,ok,,1185,534,0.003084,2026-04-18T19:26:17.240677
batch-20260418-rest,54b1b924-79c4-4d3f-9c2b-29edf9919f85,piccolo-mio,89e4a52c-c28d-47d1-9922-6f3406ef207e,my-little-one,9e6c2e0c20974f72,ok,,1190,541,0.003116,2026-04-18T19:26:21.663397
batch-20260418-rest,54c751de-fdea-4bf1-8ba6-1cc7dcfcbab2,vita-fede-e-luce-n-62,18993887-e36e-46f5-a5cf-36f0766078b0,life-faith-and-light-n-62,44066c70aaa5ec43,ok,,3536,2276,0.011933,2026-04-18T19:26:26.252986
batch-20260418-rest,54c796a2-1e76-431c-ac43-0ed597554ca5,ricompense-o-punizioni,e2552e87-5142-4199-94c4-a1a6e507a102,rewards-or-punishments,bc386ccc8b2d93e3,ok,,2354,1319,0.007159,2026-04-18T19:26:59.872378
batch-20260418-rest,54e6b267-fd73-4f7c-aa18-ab7966ea4390,un-cammino-verso-la-persona,9c257e44-02ae-49dc-a17b-6ad053075039,a-journey-toward-the-person,f357912023563d5e,ok,,1183,491,0.00291,2026-04-18T19:27:16.340661
batch-20260418-rest,54e6ceaf-bfcb-4d2c-8ad7-f671318e6555,gli-altri-un-figlio-subnormale-recensione-libro,b389a6e0-3e3c-49e0-97b4-7ee28ab6dbd1,the-others-a-subnormal-son-book-review,1da9f2f95118b324,ok,,1285,583,0.00336,2026-04-18T19:27:20.641375
batch-20260418-rest,54f8a74d-ebd4-4e63-b35a-1db6eb9c74cf,newsletter-09-2020-noi-non-loro,e464f1e1-7140-4bf6-a46f-82d97d4be227,newsletter-n-09-us-not-them,53ba3a0aa7af6cf5,ok,,2908,1999,0.010322,2026-04-18T19:27:24.979222
batch-20260418-rest,55074d8f-78f7-4f1c-b2f6-13fb4c8f0545,lettere-a-jean-paul-gilbert,4954edc9-8a8b-4cd4-8bde-bfeeef094efc,letters-to-jean-paul-gilbert,9efff9b5eb251196,ok,,1740,881,0.004916,2026-04-18T19:27:47.568922
batch-20260418-rest,5510fd93-4ca3-4971-9e94-37eb188eafff,quella-vera-fattura-da-pagare,b29d0a38-9f86-417b-9f37-67fcd3d4a092,the-true-invoice-to-pay,dddd590a30706bf4,ok,,2601,1573,0.008373,2026-04-18T19:27:56.440119
batch-20260418-rest,5515a544-0e30-4ece-96a8-a1845c97672f,integrazione-nelle-scuole-pro-e-contro,143bb1ea-0f73-4686-8900-f6bfd8127edd,integration-in-schools-pros-and-cons,79b4361f883fc790,ok,,1497,707,0.004026,2026-04-18T19:28:15.710919
batch-20260418-rest,554309fc-8834-49ac-be91-d2cec49f0cd8,vita-delle-province-n-151,e3d67867-3295-4c33-ba6f-dba884dd5b58,life-of-the-provinces-n-151,559b37ae19548d1e,ok,,1849,986,0.005423,2026-04-18T19:28:21.897808
batch-20260418-rest,55451f8e-7239-447f-b05b-293f0927cfd8,la-festa-continua,9adcf293-15e1-457c-b5b3-c2fa07bf58ba,the-celebration-continues,824ebbe9bce0f97e,ok,,2713,1552,0.008378,2026-04-18T19:28:32.824145
batch-20260418-rest,55463eb8-8e5b-4f72-a3d3-07c9f636d52b,il-pranzo-di-natale-di-santegidio,3092c2d6-6791-4d10-a51f-0c7cf75c8bcc,saint-egidios-christmas-lunch,678c7c7f092829ce,ok,,865,236,0.001636,2026-04-18T19:28:51.487790
batch-20260418-rest,554f207f-f650-4238-9425-9866ac516095,speciale-pellegrinaggio-a-lourdes-1991,c532102b-1875-4347-8ff1-c88ffa137f2c,special-pilgrimage-to-lourdes-1991,451b45e477089c25,ok,,8279,5711,0.029467,2026-04-18T19:28:54.218215
batch-20260418-rest,5559f388-6743-49e1-b7bf-f872b61c2488,ladri-di-carrozzelle,dfa9ee40-d442-441d-b72b-7bc1a6053d06,wheelchair-thieves,11a567f5c499cea0,ok,,2493,1484,0.00793,2026-04-18T19:30:17.452182
batch-20260418-rest,5571cee7-bfff-4602-8607-085c1674be97,come-vitamina-tra-la-gente,5deb47e6-019d-4ef2-82dd-5a940f6aca4d,like-a-vitamin-among-the-people,a5eb44f95b4f82e4,ok,,3155,1936,0.010268,2026-04-18T19:30:35.111049
batch-20260418-rest,559a90bb-8e0b-4b08-a96e-ff3e2d76f65d,aragoste-e-frattali,a407d98b-d7c9-48f2-a20b-0410ce2edd6e,lobsters-and-fractals,fd22697207c70541,ok,,2085,1115,0.006128,2026-04-18T19:31:02.609360
batch-20260418-rest,55c1d6ba-46b4-4af2-bef0-32528ca0b594,dialogo-aperto-n-28,fb49be73-57bd-4b13-82dc-fd28a729bf38,open-dialogue-no-28,5c60a2d50f30162e,ok,,2160,1238,0.00668,2026-04-18T19:31:14.704405
batch-20260418-rest,55c61c30-2186-420c-8a3a-8a8de7a0d751,autismo-la-storia-di-oliviero,61c2dbe8-702b-4c77-97b8-712162521086,autism-the-story-of-oliviero,b6a212d424e005ab,ok,,4322,2738,0.01441,2026-04-18T19:31:29.116210
batch-20260418-rest,55c762bb-237f-48a7-8eb8-51af6e0efc91,e-ci-si-sente-un-po-soli,7c73fc3a-e4ad-4f92-abcf-c01b4650b8f6,and-one-feels-a-bit-alone,4af80ece11685d4f,ok,,2760,1629,0.008724,2026-04-18T19:32:11.095751
batch-20260418-rest,55ca0854-d7fc-43f6-9c4d-043f91132e75,come-dire-di-si,e124cc3a-9ff9-4393-b9ba-a0ca634d0536,how-to-say-yes,75dd57868d493c9d,ok,,1954,1071,0.005847,2026-04-18T19:32:30.914692
batch-20260418-rest,55d3018a-1124-4bd7-b15d-ec17e98abf39,per-aiutarlo,bf7d09f8-569f-4ec0-b0e8-d891e081890e,to-help-him,3cf9b772f6f3b13c,ok,,1247,512,0.003046,2026-04-18T19:32:41.290771
batch-20260418-rest,55fa86ba-1f55-4202-9079-8a8f31608cf6,dallincontro-tra-zenia-e-borys,c829593b-9e91-47af-b006-a4bfc42ca815,from-the-meeting-between-zenia-and-borys,3f8136b56f043640,ok,,2599,1501,0.008083,2026-04-18T19:32:46.065285
batch-20260418-rest,56294338-ce10-423c-b7a6-770f0426ac4a,ma-i-posti-sono-pochi-il-centro-di-riabilitazione-la-nostra-famiglia,2154cace-b2fa-412f-a465-bf1cecaddad0,but-there-are-few-places-the-la-nostra-famiglia-rehabilitation-center,b5a603f601dae763,ok,,2118,1237,0.006642,2026-04-18T19:33:03.049093
batch-20260418-rest,5634d7ff-8326-47f5-ad4f-7d94937e0441,atad-a-roma-ritorna-la-conferenza-sulle-tecnologie-assistive-per-la-disabilita,b18547b4-1f1f-4c46-a308-630f89992ba0,atad-in-rome-international-conference-on-assistive-technologies-for-disability-returns,0f063d9b47d7ecd9,ok,,1609,793,0.004459,2026-04-18T19:33:16.389324
batch-20260418-rest,5635b10e-69df-4309-a58b-ded795f8e3ec,meglio-stanco-che-annoiato,91a21f2e-7631-47f1-bbf1-2445586f0e75,better-tired-than-bored,46f8a7c89efb9e03,ok,,2559,1631,0.008571,2026-04-18T19:33:22.307996
batch-20260418-rest,5643cd98-d4aa-4d41-82e6-98075f3fa21d,disturbi-dellapprendimento-ho-scoperto-la-sofferenza-dei-miei-figli,3885607d-ec79-47d1-9ab6-ebb02f880bef,learning-disorders-i-discovered-my-childrens-suffering,88187e46530b5b6f,ok,,2329,1329,0.007179,2026-04-18T19:33:41.171870
batch-20260418-rest,56575c19-7b11-4153-a0fb-9e1fbb791ae7,6-cristo-risorto-fa-di-noi-un-solo-popolo,598cb900-4183-4034-91c7-524f26beae08,6-the-risen-christ-makes-us-one-people,b020683aa05d246f,ok,,1567,768,0.004326,2026-04-18T19:33:55.938880
batch-20260418-rest,5658e899-83f5-43f7-b226-eeb300a92f78,dialogo-aperto-n-126,1b034b56-6142-45f9-b388-ab7d090b5ce7,open-dialogue-no-126,1a8cd6c9d22e3267,ok,,2886,1678,0.009021,2026-04-18T19:34:01.432783
batch-20260418-rest,566beefa-ac9b-478f-bcb7-3121f8dd0ac6,per-una-vita-di-comunione,94625287-826f-4e50-927b-351cfeded7df,for-a-life-of-communion,c6de4393622b2403,ok,,3996,2631,0.013721,2026-04-18T19:34:24.335140
batch-20260418-rest,5672429d-2eee-43c6-b4bd-6858f82976f3,proverbi-sullamicizia,fb004245-907d-41d9-a171-252ea342a422,proverbs-on-friendship,cb8557f80c04f4d8,ok,,2026,1256,0.006645,2026-04-18T19:35:02.030505
batch-20260418-rest,567b142d-f3d8-4bcc-9966-e1b52ff423cf,il-bambino-con-handicap-dalla-nascita-allintegrazione,af674d5b-3c24-4444-8fae-0639d5ee6378,the-handicapped-child-from-birth-to-integration,50d962138faab2aa,ok,,1422,648,0.00373,2026-04-18T19:35:11.765804
batch-20260418-rest,568ecc3b-803b-4c95-9d27-8f875216fca7,dedicato-ai-bambini-francesco-gammarelli,817441f3-b45f-4215-af64-14edfe31633e,dedicated-to-children-francesco-gammarelli,07f94f4d62675c2d,ok,,1774,981,0.005343,2026-04-18T19:35:16.969089
batch-20260418-rest,5690348b-aca8-440c-9d6a-3e45332ce04f,sanremo-fin-dove-lho-visto-4,3d077a34-67d8-49c0-be97-e99933916ace,sanremo-as-far-as-ive-seen-it-4,e1eddac865fcd6d2,ok,,1936,1201,0.006353,2026-04-18T19:35:25.622648
batch-20260418-rest,56939ca1-f287-4b55-8739-b6440c13f475,mi-piace-andare-al-mare,5171e767-2e6f-4b6d-a976-9b5253f7e005,i-like-going-to-the-sea,9c7f46f282f5e19e,ok,,1179,502,0.002951,2026-04-18T19:35:37.287065
batch-20260418-rest,569dcf58-4ff3-483e-bea0-eeee17c1eef4,dalle-province-n-137,359fde4a-ae5d-4ad9-9dc6-640eb278c1de,from-the-provinces-n137,8bba9588f9d8a474,ok,,2059,1204,0.006463,2026-04-18T19:35:41.635536
batch-20260418-rest,56a1b7bf-f3f2-4d54-938f-07cc8ff0cfa1,vita-fede-e-luce,426d5766-ac15-4c83-a6bc-38a2a7b2f939,life-faith-and-light-together-n25,8a884e0c3961e46d,ok,,2667,1564,0.00839,2026-04-18T19:35:54.433835
batch-20260418-rest,56b5a49e-c0ef-4800-94c4-28562a16979c,mantenere-viva-la-giovinezza-nel-cuore,28f12434-ae60-465d-a0d7-96abc98df90d,keeping-youth-alive-in-the-heart,e48bf079c649b1cd,ok,,1880,1015,0.005564,2026-04-18T19:36:13.970939
