path,changed,issues,max_line_before,max_line_after,chars_before,chars_after
src/content/blog/en/OEL-148/cinema-e-disabilita-i-3-film-di-emanuele-rauco.md,yes,,384,384,4443,4444
src/content/blog/en/OEL-148/cinema-e-disabilita-i-3-film-di-emilio-ranzato.md,yes,monoblock_long_line,613,252,5499,5509
src/content/blog/en/OEL-148/cinema-e-disabilita-i-3-film-di-gabriele-niola.md,yes,monoblock_long_line,516,423,5228,5235
src/content/blog/en/OEL-148/cinema-e-disabilita-i-3-film-di-giorgia-sdei.md,yes,monoblock_long_line,771,289,5442,5453
src/content/blog/en/OEL-148/cinema-e-disabilita-i-3-film-di-valerio-sammarco.md,yes,,468,417,4704,4710
src/content/blog/en/OEL-148/disabuse-i-risultati-del-progetto-su-disabilita-e-bullismo.md,yes,monoblock_long_line,744,344,2230,2235
src/content/blog/en/OEL-148/il-disability-pride-di-stefan-aspirante-artista-amante-di-fumetti-ed-ecologia.md,yes,monoblock_long_line,715,207,1187,1193
src/content/blog/en/OEL-148/the-square-un-ristorante-per-sperimentare-lautonomia.md,yes,monoblock_long_line,700,474,3730,3738
src/content/blog/en/OEL-148/who-is-my-neighbor.md,yes,monoblock_long_line,1286,256,3327,3338
src/content/blog/en/OEL-150/la-sfida-di-rileggere-le-scene-del-cinema.md,yes,monoblock_long_line,678,352,2507,2512
src/content/blog/en/OEL-150/years-and-years.md,yes,monoblock_long_line,1045,673,4320,4329
src/content/blog/en/OEL-152/carmela-e-quattordici-murali-per-cambiare-il-mondo.md,yes,monoblock_long_line,616,434,2012,2017
src/content/blog/en/OEL-152/cinema-e-disabilita-i-3-film-di-armando-damato.md,yes,monoblock_long_line,933,321,6947,6964
src/content/blog/en/OEL-152/cinema-e-disabilita-i-3-film-di-claudio-cinus.md,yes,monoblock_long_line,1557,501,7576,7591
src/content/blog/en/OEL-152/cinema-e-disabilita-i-3-film-di-enrica-riera.md,yes,monoblock_long_line,623,305,5463,5478
src/content/blog/en/OEL-152/guarda-ce-sam.md,yes,monoblock_long_line,750,444,4647,4662
src/content/blog/en/OEL-152/intervista-ad-andrea-romeo-su-cinema-e-disabilita.md,yes,monoblock_long_line,2235,561,23258,23339
src/content/blog/en/OEL-152/luomo-che-mise-in-vendita-la-sua-pelle.md,yes,monoblock_long_line,1799,497,2375,2382
src/content/blog/en/OEL-152/museum-for-all.md,yes,monoblock_long_line,1185,526,3560,3571
src/content/blog/en/OEL-152/quel-che-la-convenzione-dice-e-non-dice.md,yes,monoblock_long_line,1168,547,8811,8835
src/content/blog/en/OEL-152/viaggio-italia-around-the-world.md,yes,monoblock_long_line,2308,2307,3115,3117
src/content/blog/en/OEL-154/inneschiamo-la-valanga.md,yes,monoblock_long_line,897,680,3936,3948
src/content/blog/en/OEL-156/beyond-labels-what-lies-beneath-adjectives.md,yes,monoblock_long_line,910,378,2918,2926
src/content/blog/en/OEL-156/cinema-e-disabilita-al-torino-film-festival-e-al-babel-film-festival-di-cagliari.md,yes,monoblock_long_line,2704,476,6406,6390
src/content/blog/en/OEL-156/from-that-closet.md,yes,monoblock_long_line,962,437,3983,3996
src/content/blog/en/OEL-156/perche-di-katherine-e-nerissa-non-ci-sono-tracce.md,yes,monoblock_long_line,860,732,4267,4280
src/content/blog/en/OEL-156/samira-quando-il-cinema-influenza-la-vita-vera.md,yes,monoblock_long_line,1407,390,1800,1804
src/content/blog/en/OEL-156/the-specials-fuori-dal-comune-la-recensione-di-cinus.md,yes,monoblock_long_line,1078,510,2086,2089
src/content/blog/en/OEL-156/the-specials-fuori-dal-comune-la-recensione-di-tersigni.md,yes,monoblock_long_line,1277,790,5836,5844
src/content/blog/en/OEL-156/una-foto-da-hong-kong.md,yes,monoblock_long_line,1920,552,2386,2393
src/content/blog/en/OEL-158/siamo-una-rivoluzione-recensione.md,yes,monoblock_long_line,1274,620,3783,3787
src/content/blog/en/OEL-160/bari-scintillante.md,yes,monoblock_long_line,955,630,4062,4072
src/content/blog/en/OEL-160/fanny-who-sees-a-future-for-herself.md,yes,monoblock_long_line,518,361,2377,2382
src/content/blog/en/OEL-160/love-life-recensione.md,yes,monoblock_long_line,770,404,2969,2979
src/content/blog/en/OEL-160/transforming-lives-a-journey-of-hope-and-healing-in-the-heart-of-the-congo.md,yes,monoblock_long_line,772,416,6992,7021
src/content/blog/en/OEL-164/bologna-to-rome-pedaling-possibilities-in-the-rainbow-communitys-tandem-journey.md,yes,monoblock_long_line,1099,603,3917,3935
src/content/blog/en/OEL-164/dal-41-torino-film-festival.md,yes,monoblock_long_line,2055,579,3431,3440
src/content/blog/en/OEL-164/di-serie-promettenti-e-film-non-riusciti-alla-festa-del-cinema-di-roma.md,yes,monoblock_long_line,1174,409,4242,4257
src/content/blog/en/OEL-164/i-met-the-scooppiati-diversamente-band-and-interviewed-them.md,yes,monoblock_long_line,606,355,3348,3351
src/content/blog/en/OEL-164/il-valore-dellintegrazione-in-the-blind-side.md,yes,monoblock_long_line,620,370,2043,2049
src/content/blog/en/OEL-164/partire-o-restare-la-migrazione-nei-film-di-venezia-80.md,yes,monoblock_long_line,1999,431,7109,7135
src/content/blog/en/OEL-164/qua-la-zampa-un-film-che-mi-ha-riportata-indietro-nel-tempo.md,yes,monoblock_long_line,592,406,1676,1680
src/content/blog/en/OEL-164/to-leave-or-to-stay-migration-in-the-films-of-venice-80.md,yes,monoblock_long_line,1959,370,6836,6862
src/content/blog/en/OEL-164/together-a-san-pietro.md,yes,monoblock_long_line,1162,606,3241,3250
src/content/blog/en/OEL-168/come-vitamina-tra-la-gente.md,yes,monoblock_long_line,900,396,7486,7523
src/content/blog/en/OEL-168/consigli-per-i-film-delle-feste.md,yes,monoblock_long_line,1108,335,4522,4535
src/content/blog/en/OEL-168/dialogo-e-controversie-lorso-doro-e-gli-altri-film-da-vedere-della-berlinale-74.md,yes,monoblock_long_line,2040,618,6507,6522
src/content/blog/en/OEL-168/far-east-film-festival-2024-due-film-sulla-fragilita-da-hong-kong-e-taiwan.md,yes,monoblock_long_line,1445,595,3805,3812
src/content/blog/en/OEL-168/kripton-un-film-per-ribaltare-linvisibilita-dei-disturbi-mentali.md,yes,monoblock_long_line,878,581,4232,4235
src/content/blog/en/OEL-168/per-una-giusta-rappresentazione.md,yes,monoblock_long_line,902,593,3978,3990
src/content/blog/en/OEL-172/22-fun-mini-games-to-play-together.md,yes,monoblock_long_line,1727,411,16623,16633
src/content/blog/en/OEL-172/a-fathers-camino-walking-side-by-side-with-my-autistic-son.md,yes,monoblock_long_line,548,430,4656,4669
src/content/blog/en/OEL-172/a-holiday-at-europing-an-accessible-paradise-in-tarquinia.md,yes,monoblock_long_line,572,387,1909,1915
src/content/blog/en/OEL-172/a-light-in-pompei-a-journey-of-faith-and-friendship.md,yes,monoblock_long_line,731,383,2119,2127
src/content/blog/en/OEL-172/between-voices-and-signs-when-language-shapes-connection.md,yes,monoblock_long_line,1756,413,4308,4326
src/content/blog/en/OEL-172/breaking-barriers-my-journey-as-an-autistic-actor.md,yes,monoblock_long_line,932,361,4099,4117
src/content/blog/en/OEL-172/disney-my-way-a-summer-camp-full-of-joy-and-friendship.md,yes,monoblock_long_line,764,299,2665,2680
src/content/blog/en/OEL-172/diving-into-storiesbut-never-alone.md,yes,monoblock_long_line,1237,437,5375,5403
src/content/blog/en/OEL-172/edith-stein-and-the-courage-of-knowledge.md,yes,,456,407,1796,1798
src/content/blog/en/OEL-172/faith-and-light-at-fifty-a-journey-still-burning-bright.md,yes,monoblock_long_line,1319,353,4249,4262
src/content/blog/en/OEL-172/freedom-has-no-age.md,yes,monoblock_long_line,639,472,2917,2921
src/content/blog/en/OEL-172/i-almost-gave-up.md,no,,358,358,1993,1993
src/content/blog/en/OEL-172/i-film-e-la-serie-da-vedere-durante-le-feste.md,yes,monoblock_long_line,1273,446,6505,6524
src/content/blog/en/OEL-172/i-made-this-movie-for-him-not-for-myself.md,yes,monoblock_long_line,1355,964,5595,5607
src/content/blog/en/OEL-172/il-ruolo-di-cura-quattro-film-alla-berlinale-che-ispirano-una-riflessione.md,yes,monoblock_long_line,990,460,6481,6494
src/content/blog/en/OEL-172/inclusive-catechesis-when-faith-becomes-tactile.md,yes,monoblock_long_line,2227,419,6297,6297
src/content/blog/en/OEL-172/my-son-has-friends.md,yes,monoblock_long_line,526,347,2119,2126
src/content/blog/en/OEL-172/padel-for-autism-a-game-where-everyone-wins.md,yes,monoblock_long_line,1102,381,3907,3914
src/content/blog/en/OEL-172/pilgrims-on-film-sacred-journeys-from-lourdes-to-mecca.md,no,,447,447,4765,4765
src/content/blog/en/OEL-172/testing-women-testing-the-fetus-recensione.md,yes,monoblock_long_line,693,510,871,871
src/content/blog/en/OEL-172/the-stories-we-tell.md,yes,monoblock_long_line,864,346,5856,5866
src/content/blog/en/OEL-172/two-ways-of-pilgrimage-one-heart-of-faith.md,yes,monoblock_long_line,732,467,5044,5049
src/content/blog/en/OEL-172/venezia-82-quando-la-realta-ti-insegue-dentro-al-cinema.md,yes,monoblock_long_line,2193,1054,11589,11607
src/content/blog/en/OEL-172/venezia-82-voci-dal-passato-film-che-cambiano-il-futuro.md,yes,monoblock_long_line,977,355,5112,5114
src/content/blog/en/OEL-172/working-at-the-restaurant-is-always-fun.md,yes,,471,440,1987,1991
src/content/blog/en/OEL-32/faith-and-light-a-journey-of-hope-beyond-disabilities.md,yes,monoblock_long_line,967,617,6881,6888
src/content/blog/en/OEL-35/strategie-educative-nellautismo.md,yes,monoblock_long_line,3111,378,3816,3832
src/content/blog/en/OEL-48/14-interactive-games-for-unforgettable-group-fun.md,yes,monoblock_long_line,1128,442,18791,18838
src/content/blog/en/OEL-48/22-mini-giochi-da-fare-insieme.md,yes,monoblock_long_line,1992,536,19728,19760
src/content/blog/en/OEL-48/come-costruire-il-futuro-delle-persone-disabili.md,yes,monoblock_long_line,1597,500,13531,13494
src/content/blog/en/OEL-56/care-sorelle-cari-fratelli.md,yes,monoblock_long_line,1366,887,8149,8169
src/content/blog/en/OEL-56/recensione-del-film-lottavo-giorno.md,yes,monoblock_long_line,1314,887,4773,4776
src/content/blog/en/OEL-59/catalogo-ragionato-di-film-dedicati-al-tema-della-disabilita.md,yes,monoblock_long_line,871,434,12794,12816
src/content/blog/en/OEL-59/la-loro-vita-nei-film.md,yes,monoblock_long_line,1919,733,3439,3456
src/content/blog/en/OEL-60/non-voleva-bene-a-sofia.md,yes,monoblock_long_line,835,269,2252,2275
src/content/blog/en/OEL-69/a-proposito-di-sentimenti-parliamo-del-film-di-daniele-segre.md,yes,monoblock_long_line,1422,507,8461,8493
src/content/blog/en/OEL-75/sottovento-un-film-da-vedere-recensione.md,yes,monoblock_long_line,1123,869,4429,4431
src/content/blog/en/OEL-76/and-a-star-lights-up-from-fear-to-hope-navigating-a-changed-world-since-september-11.md,no,,422,422,2381,2381
src/content/blog/en/OEL-87/le-chiavi-di-casa-film.md,yes,monoblock_long_line,772,545,3543,3551
src/content/blog/en/OEL-88/una-settimana-da-dio-senza-nulla-togliere-al-film.md,yes,monoblock_long_line,2384,784,4447,4466
src/content/blog/en/OEL-89/film-un-silenzio-particolare.md,yes,monoblock_long_line,1364,332,3462,3478
src/content/blog/en/OEL-9/care-sorelle-cari-fratelli-vi-scrivo.md,yes,monoblock_long_line,1269,547,10892,10914
src/content/blog/en/OEL-90/le-chiavi-di-casa-recensione-film.md,yes,monoblock_long_line,1292,445,5809,5831
src/content/blog/en/OEL-96/con-tutte-le-mie-forze-special-olympics-youth-games.md,yes,monoblock_long_line,2633,312,2659,2675
src/content/blog/en/OEL-96/re-33-e-i-suoi-33-bottoni-doro-recensione.md,yes,monoblock_long_line,1136,333,1165,1171
src/content/blog/extra-web/amore-e-disabilita-facile-preda.md,yes,,439,439,1426,1425
src/content/blog/extra-web/anche-loro-hanno-una-propria-storia.md,yes,monoblock_long_line,2423,410,9952,9967
src/content/blog/extra-web/catechesi-anche-per-le-persone-autistiche.md,yes,monoblock_long_line,4029,687,10081,10120
src/content/blog/extra-web/chicchi-di-grano-dalla-bibbia.md,yes,monoblock_long_line,1077,178,1103,1110
src/content/blog/extra-web/come-in-trappola-storia-di-un-bambino-con-un-deficit-dellattenzione-senza-iperattivita.md,yes,monoblock_long_line,602,602,5086,5079
src/content/blog/extra-web/creativita-al-servizio-dellhandicap.md,yes,monoblock_long_line,502,405,3612,3613
src/content/blog/extra-web/educare-alla-paternit-tra-ruoli-di-vita-e-trasformazioni-familiari.md,yes,monoblock_long_line,561,314,2057,2058
src/content/blog/extra-web/educare-alla-paternita-tra-ruoli-di-vita-e-trasformazioni-familiari.md,yes,monoblock_long_line,561,338,1995,1996
src/content/blog/extra-web/essere-vicini-a-chi-e-in-fin-di-vita.md,yes,monoblock_long_line,823,418,6109,6139
src/content/blog/extra-web/fino-allultimo-respiro.md,yes,monoblock_long_line,1832,277,1850,1868
src/content/blog/extra-web/gennaio-2003-trosly.md,yes,"author_bio_footer,monoblock_long_line",750,308,1397,1331
src/content/blog/extra-web/grazie-madre-pantanella.md,yes,monoblock_long_line,748,651,3474,3477
src/content/blog/extra-web/il-chicco.md,yes,monoblock_long_line,1525,496,5427,5438
src/content/blog/extra-web/in-pizzeria.md,yes,monoblock_long_line,1319,271,6041,6083
src/content/blog/extra-web/io-sono-una-donna-perche-mi-chiami-handicappata.md,yes,monoblock_long_line,1153,407,5495,5544
src/content/blog/extra-web/itinerari-paralleli.md,yes,monoblock_long_line,6280,445,7746,7780
src/content/blog/extra-web/la-lotta-del-padre-cittadino.md,yes,monoblock_long_line,2162,366,5084,5116
src/content/blog/extra-web/la-tua-parola-e-per-tutti.md,yes,monoblock_long_line,823,451,8865,8872
src/content/blog/extra-web/mi-trovo-bene-con-tutti.md,yes,monoblock_long_line,1572,243,1600,1612
src/content/blog/extra-web/nicola-pintus-e-il-progetto-filippide.md,yes,monoblock_long_line,1326,1326,6834,6862
src/content/blog/extra-web/pazienza-tenacia-anche-durezza.md,yes,monoblock_long_line,981,457,3116,3126
src/content/blog/extra-web/per-voi-e-per-tutti-alcuni-consigli-pratici-perche-nessuno-si-senta-rifiutato.md,yes,monoblock_long_line,921,628,4035,4038
src/content/blog/extra-web/piu-forti-di-loro-gli-scritti-dei-monaci-trappisti-uccisi-in-algeria.md,yes,monoblock_long_line,1362,338,3375,3387
src/content/blog/extra-web/quando-mangiare-e-un-problema.md,yes,monoblock_long_line,876,467,7944,7956
src/content/blog/extra-web/smack-come-bacio.md,yes,monoblock_long_line,3704,338,5151,5188
src/content/blog/extra-web/sordo-cecit-conoscere-per-prevenire.md,no,,397,397,723,723
src/content/blog/extra-web/sordo-cecita-conoscere-per-prevenire.md,no,,271,271,719,719
src/content/blog/extra-web/un-figlio-a-sorpresa.md,yes,monoblock_long_line,1704,399,3013,3022
src/content/blog/extra-web/un-giorno-come-un-altro.md,yes,monoblock_long_line,2359,233,2759,2779
src/content/blog/extra-web/un-mondo-da-scoprire-camminando-e-fermandoci.md,yes,monoblock_long_line,2521,700,8243,8273
src/content/blog/extra-web/un-padre-rivela-il-dono-unico-di-suo-figlio.md,yes,monoblock_long_line,1686,310,8454,8486
src/content/blog/extra-web/un-presepe-a-fede-e-luce.md,yes,monoblock_long_line,733,540,6548,6558
src/content/blog/extra-web/una-soluzione-per-i-malati-mentali-insieme-si-puo.md,yes,monoblock_long_line,950,366,7443,7470
src/content/blog/INS-11/a-te-bambino-mio.md,yes,,180,180,498,497
src/content/blog/INS-11/a-tutti-i-gruppi-fede-e-luce.md,no,,214,214,834,834
src/content/blog/INS-11/alfedena-1976-esperienze-di-vita-comunitaria.md,yes,monoblock_long_line,527,392,5449,5458
src/content/blog/INS-11/alla-ricerca-delle-vere-vacanze-rompere-gli-schemi-e-scoprire-il-significato-profondo-del-riposo.md,no,,262,262,2816,2816
src/content/blog/INS-11/attivita-di-tempo-libero-e-vita-comunitaria.md,yes,"heading_attached,monoblock_long_line",808,415,6859,6858
src/content/blog/INS-11/ci-hanno-scritto-1.md,no,,332,332,877,877
src/content/blog/INS-11/ci-hanno-scritto-n11.md,yes,monoblock_long_line,1001,355,1942,1944
src/content/blog/INS-11/dedicato-ad-unamica.md,no,,158,158,931,931
src/content/blog/INS-11/dove-lo-prendo-tanto-amore.md,yes,monoblock_long_line,619,158,1257,1270
src/content/blog/INS-11/editoriale-parliamo-di-insieme.md,yes,monoblock_long_line,819,445,2599,2596
src/content/blog/INS-11/esperienze-estive-fra-arche-e-mary-mount.md,no,,407,407,2438,2438
src/content/blog/INS-11/esperienze-un-week-end-fuori-dallordinario.md,no,,390,390,1884,1884
src/content/blog/INS-11/festa-della-luce-1976.md,yes,,282,282,1118,1117
src/content/blog/INS-11/guidare-alla-luce-catechesi-sensoriale-per-una-vita-spirituale-inclusiva.md,yes,monoblock_long_line,630,433,5249,5250
src/content/blog/INS-11/i-bambini-autistici-una-guida-per-genitori-recensione.md,yes,monoblock_long_line,507,269,1770,1772
src/content/blog/INS-11/i-piu-difficili.md,yes,monoblock_long_line,686,431,4437,4440
src/content/blog/INS-11/incontrarsi-il-venerdi.md,yes,,492,440,3746,3747
src/content/blog/INS-11/la-vecchia-signora-brontolona.md,yes,monoblock_long_line,1467,380,2193,2204
src/content/blog/INS-11/lettera-aperta-a-padre-michel-charpantier.md,yes,monoblock_long_line,1868,431,1912,1923
src/content/blog/INS-11/letture-consigliate-darti-la-vita-recensione.md,yes,monoblock_long_line,693,234,1508,1518
src/content/blog/INS-11/mi-sento-in-crisi.md,yes,monoblock_long_line,2424,693,2461,2468
src/content/blog/INS-11/notiziario-di-fede-e-luce-n10-1976.md,no,,426,426,3178,3178
src/content/blog/INS-11/notiziario-fede-e-luce-dicembre-1976.md,yes,monoblock_long_line,614,423,5051,5061
src/content/blog/INS-11/notiziario-fede-e-luce-il-resoconto-dellultima-festa-della-luce-e-altre-notizie-dal-movimento.md,yes,,496,449,5183,5182
src/content/blog/INS-11/pennellate-dai-centri-fede-e-luce.md,yes,monoblock_long_line,768,370,2706,2708
src/content/blog/INS-11/per-la-nostra-riflessione-una-croce-di-carta-smerigliata.md,yes,monoblock_long_line,965,377,2507,2509
src/content/blog/INS-11/questestate-faremo.md,yes,,326,326,3223,3215
src/content/blog/INS-11/resoconto-della-riunione-internazionale-di-fede-e-luce.md,yes,monoblock_long_line,504,440,2720,2722
src/content/blog/INS-11/testimonianze-dai-campi-di-alfedena-1976.md,yes,monoblock_long_line,1691,468,5982,6005
src/content/blog/INS-11/un-angolino-di-arche.md,no,,239,239,850,850
src/content/blog/INS-11/un-metodo-efficace-per-leducazione-dei-bambini-con-disabilita.md,yes,monoblock_long_line,590,386,7464,7475
src/content/blog/INS-11/vedremo-mai-la-luce.md,yes,monoblock_long_line,513,406,2156,2159
src/content/blog/INS-11/viaggio-a-parma-del-1976-unesperienza-di-gioia-condivisione-e-scoperta-con-fede-e-luce.md,yes,monoblock_long_line,865,375,9860,9902
src/content/blog/INS-11/xavier-un-mio-un-nostro-nuovo-a-amico.md,yes,monoblock_long_line,1350,279,1392,1400
src/content/blog/INS-15/attivita-di-fine-stagione-del-gruppo-san-paolo-di-roma.md,yes,monoblock_long_line,816,816,6847,6848
src/content/blog/INS-15/bando-di-concorso-per-auto-adesivo-del-pellegrinaggio.md,yes,,170,170,896,894
src/content/blog/INS-15/bilancio-fede-e-luce-1976.md,no,,159,159,637,637
src/content/blog/INS-15/ci-hanno-scritto-n12.md,yes,monoblock_long_line,978,464,6954,6969
src/content/blog/INS-15/ci-hanno-scritto-n13.md,yes,monoblock_long_line,761,488,7539,7546
src/content/blog/INS-15/ci-hanno-scritto-n14.md,yes,,417,417,4790,4781
src/content/blog/INS-15/ci-hanno-scritto-n15.md,yes,monoblock_long_line,1386,317,5486,5514
src/content/blog/INS-15/come-bere-un-bicchier-dacqua.md,yes,monoblock_long_line,1758,789,3073,3075
src/content/blog/INS-15/come-nata-la-prima-casetta-fede-e-luce-storie-di-pennelli-e-appendiciti.md,yes,,397,397,5094,5093
src/content/blog/INS-15/cosa-si-fa-nelle-casette-di-fede-e-luce-le-risposte-di-chi-ce-stato.md,yes,"heading_attached,monoblock_long_line",696,407,11488,11493
src/content/blog/INS-15/cose-un-sacramento-cose-leucaristia-cose-la-confessione.md,yes,monoblock_long_line,619,507,4741,4742
src/content/blog/INS-15/editoriale-amici-o-fratelli.md,no,,409,409,2694,2694
src/content/blog/INS-15/editoriale-auguri.md,yes,monoblock_long_line,889,291,892,896
src/content/blog/INS-15/editoriale-lettera-aperta-agli-amici-di-fede-e-luce.md,no,,342,342,1854,1854
src/content/blog/INS-15/editoriale-vacanze.md,yes,monoblock_long_line,2151,198,2152,2172
src/content/blog/INS-15/esperienze-al-club-avance.md,yes,monoblock_long_line,2460,483,2487,2497
src/content/blog/INS-15/fede-e-luce-incontri-internazionali-e-nazionali-1977.md,yes,,324,324,2844,2841
src/content/blog/INS-15/gli-altri-un-figlio-subnormale-recensione-libro.md,yes,monoblock_long_line,511,383,2018,2022
src/content/blog/INS-15/inno-alla-vita-di-una-handicappata.md,yes,monoblock_long_line,1709,347,1739,1755
src/content/blog/INS-15/leducazione-delle-persone-disabili-imparare-a-vestirsi.md,yes,monoblock_long_line,558,445,7715,7721
src/content/blog/INS-15/letture-consigliate-n14.md,yes,,499,204,1459,1467
src/content/blog/INS-15/mio-figlio-emanuele-la-straordinaria-esperienza-di-una-madre-recensione.md,yes,monoblock_long_line,874,436,2189,2197
src/content/blog/INS-15/notiziario-fede-e-luce-calendario-del-prossimo-anno.md,yes,monoblock_long_line,591,468,3411,3407
src/content/blog/INS-15/notiziario-fede-e-luce-n12-marzo-1977.md,yes,monoblock_long_line,842,414,7353,7371
src/content/blog/INS-15/notiziario-fede-e-luce-n13.md,yes,monoblock_long_line,933,502,10106,10128
src/content/blog/INS-15/notiziario-fede-e-luce-n14.md,yes,,489,342,9736,9734
src/content/blog/INS-15/parliamo-di-ri-educazione.md,yes,,445,445,4242,4239
src/content/blog/INS-15/per-amore-di-anna-storia-vera-di-una-ragazza-autistica-recensione.md,yes,monoblock_long_line,657,418,2991,2992
src/content/blog/INS-15/per-la-nostra-riflessione-milano-vederci-piu-chiaro.md,yes,monoblock_long_line,515,395,8144,8149
src/content/blog/INS-15/per-nostra-riflessione-la-comunione.md,yes,monoblock_long_line,1111,296,3568,3587
src/content/blog/INS-15/scuola-e-disabilita-integrazione-ascoltiamo-le-testimonianze-di-due-mamme.md,yes,,483,392,7615,7617
src/content/blog/INS-15/tecniche-di-recupero-per-i-disabili-gravi-la-socializzazione.md,yes,monoblock_long_line,1362,426,7612,7640
